明朝遗臣史可法等人拥立福王称帝南京，组织人马抗击清军。	Complex 2 4 遗臣
索桥并没有桥墩，高高的竹架代替了他们。	Complex 5 7 桥墩
羊大模大样地走进门去吃园子里的草。	Complex 1 5 大模大样
这个团总少爷自恃手粗腿大，会两套拳术，有几分蛮力，又仗着他父亲的权势，一贯逞强好胜，经常欺侮穷人家的细娃，是赵家场上有名的恶少。	Complex 44 46 欺侮
海面上漂浮着的冰山，在阳光的照射下，闪着莹莹蓝光，犹如一座座水上宫殿。	Complex 20 24 莹莹蓝光
饥饿的虱子，在咬着饿瘦了的弗里茨们。	Complex 13 16 弗里茨
而“小报告”一词，则带有进谗或诬陷的贬义了。	Complex 12 14 进谗
我们知道大地被窒息、被残害。	Complex 11 13 残害
正如次日报载，皇上当时御体不适。	Hard 11 13 御体
我想，凡嗜好的读书，能够手不释卷的原因也就是这样。	Complex 4 6 嗜好
2元劵背面印的图案，为海南岛天涯海角风景区的“南天一柱”奇石。	Complex 14 18 天涯海角
例如《诗经·鲁颂》的《駉》这一首诗里提到马的名称就有16种：“驈”(身子黑而胯下白的)，“皇”(黄白相间的)，“骊”(纯黑色的)，“黄”(黄而杂红的)，“骓”(青白杂的)，“駓”(黄白杂的)，“騂”(红黄色的)，“骐”(青黑成纹像棋道的)，“驒”(青黑色而有斑像鱼鳞的)，“骆”(白马黑鬃)，“駵”(红马黑鬃)，“雒”(黑马白鬃)，“駰”(灰色有杂毛的)，“騢”(红白杂毛的)，“驔”(小腿长白毛的)，“鱼”(两眼旁边毛色白的)。	Hard 190 191 驔
这位宋朝的隐士林和靖，妻梅子鹤，终老是乡，范仲淹曾赞美他“片心高与月徘徊，岂为千钟下钓台。	Hard 29 36 片心高与月徘徊
晚6时15分，象征英国管治结束的告别仪式在距离驻港英军总部不远的添马舰军营东面举行。	Hard 32 37 添马舰军营
刘鹗先生在这一段里连用七八种不同的譬喻，用新鲜的文字，明了的印象，使读者从这些逼人的印象里感觉那无形象的音乐的妙处。	Hard 0 2 刘鹗
把他们夹在书本里，贴在簿子里，固定在标本盒里。	Complex 11 13 簿子
他既不关心他的军队，也不喜欢去看戏，也不喜欢乘着马车去游公园——除非是为了去炫耀一下他的新衣服。	Complex 38 40 炫耀
《红楼梦》第四十九回里就有这样一段：“黛玉换上掐金挖云红香羊皮小靴，罩了一件大红羽绉面白狐皮的鹤氅，系一条青金闪绿双环四合如意绦，上罩了雪帽。”	Hard 61 64 如意绦
据说章太炎不止一次挥杖驱逐前来保护他的宪兵，结果宪兵不得不换上便服伺候章太炎。	Complex 33 35 伺候
穿在身上的100多磅重的铠甲，只能部分地分散我身上的负重。	Complex 26 28 负重
相比之下，钱文最后十六字里日既出的景色，就平淡简单，逊色许多。	Complex 26 28 逊色
他们没打算来看戏，只是把看戏作为一个借口，纷纷扛着椅子来过一个民间节日，来参与这么热闹的一次大社交，缓解一下自己声色感觉的饥渴。	Complex 61 63 饥渴
一群麋鹿悄无声息地向水塘边走去。	Hard 2 4 麋鹿
坐在下面，仿佛置身在一个圆形的乐池里。	Complex 7 9 置身
小獾已经做成了三个小板凳。	Hard 1 2 獾
她扯着我，重找剃头匠。	Complex 7 10 剃头匠
它不同于：“美女妖且闲，采桑歧路间；柔条纷冉冉，落叶何翩翩。”	Hard 24 29 落叶何翩翩
但一到次子傩送年过十二岁时，已能入水闭铺氽着到鸭子身边，再忽然从水中冒水而出，把鸭子捉到，这作爸爸的便解嘲似的说：“好，这种事有你们来作，我不必再下水了。”	Hard 20 21 氽
此游不仅自己饱饫一时眼福，还可以终久地向许多朋友夸耀呢。	Hard 6 8 饱饫
“进士致身卿相为社会心理群趋之鹄的”，这跟科举考试有很大的关系，即汉魏以来中国古代知识人的地位大幅度上升有很大的关系，跟唐代的国力有很大的关系，这是中国文化的复兴之象。	Hard 3 7 致身卿相
可是，什么声音也没有，砰砰城发生了从来没有过的事情，整个城市一片寂静。	Complex 11 14 砰砰城
然后我建造了一个云室，在云室中可以看到亚原子粒子留下的踪迹。	Hard 19 24 亚原子粒子
简直可以说是他除了三害。	Hard 9 11 三害
《红楼梦》第四十九回里就有这样一段：“黛玉换上掐金挖云红香羊皮小靴，罩了一件大红羽绉面白狐皮的鹤氅，系一条青金闪绿双环四合如意绦，上罩了雪帽。”	Hard 47 49 鹤氅
扁鹊早知道蔡恒公要来请他，几天前就跑到泰国了。	Complex 5 8 蔡恒公
譬如，艺术家和社会救济机构的工作人员，完全自觉地选择一种并不能让他们特别能多挣钱的职业，原因很简单，因为这种工作给他们带来乐趣。	Complex 0 2 譬如
另一位先生听得厌烦，把嘴里的香烟屁股扔到街心，睁大了眼睛说：“你们嫌价钱低，不要粜好了。	Hard 40 41 粜
后来，小狐狸在山里到处寻找妈妈，一年、两年，小狐狸不知不觉长大了。	Complex 25 29 不知不觉
他并没有听到这种喘息，他只是从梦里慢慢苏醒过来，觉得有条舌头在顺着他的一只手舐去。	Complex 38 39 舐
他非常愿意彻夜不睡，同这样的看守共度通宵；他愿意跟他们逗趣戏谑，给他们讲他漂泊生涯的故事，然后又悉心倾听他们的趣闻，目的只有一个：使他们保持清醒，以便让他们始终看清，他在笼子里什么吃的东西也没有，让他们知道，他们之中谁也比不上他的忍饿本领。	Hard 27 31 逗趣戏谑
人类在“足不出户”的时代就能够测算出，遥远的星星体积多大，温度多高，有些什么元素，在怎样运动。	Complex 15 17 测算
然而划过了，幔又合拢，跟没有划过的时候一样，透不进一一丝儿风，一会儿，长空一闪，又是那灰色的幔裂了一次缝。	Hard 6 7 幔
考察队员在朱鹮的巢边搭起了窝棚,忍受着风吹雨打、日晒虫叮,精心地观察,守护着这几只朱鹮。	Hard 5 7 朱鹮
我梦想有一天，亚拉巴马州能够有所转变，尽管该州州长现在仍然满口异议，反对联邦法令，但有朝一日，那里的黑人男孩和女孩将能与白人男孩和女孩情同骨肉，携手并进。	Complex 42 46 有朝一日
我国古代就有“结绳记事”的方法。	Complex 7 11 结绳记事
茶罢，孔明曰：“昨观书意，足见将军忧民忧国之心；但恨亮年幼才疏，有误下问。”	Hard 10 12 书意
心中想着，忽见丫鬟话未报完，已进来了一位年轻的公子：头上戴着束发嵌宝紫金冠，齐眉勒着二龙抢珠金抹额；穿一件二色金百蝶穿花大红箭袖，束着五彩丝攒花结长穗宫绦，外罩石青起花八团倭缎排穗褂；登着青缎粉底小朝靴。	Hard 86 88 倭缎
只见云气氤氲来，飞升于文殊院，清凉台，飘拂过东海门，西海门，弥漫于北海宾馆，白鹅岭。	Hard 4 6 氤氲
正在呻吟惨叫的产妇听到他的马脖上的銮铃的声音，立刻就安定了一些。	Hard 17 19 銮铃
与之对应，伤害的策略也有条件，就是在把宿主害死以后必须能够及时转移。	Complex 19 21 宿主
来到这座城市，展现在救援队员面前的是一片悲惨景象：房倒屋塌，失去亲人的大人、孩子在哭泣，空气中弥漫着尸体腐烂后荼发的臭气。	Complex 47 49 弥漫
那只最后从蛋壳里爬出来的小鸭是那么丑陋，他处处挨啄，被排挤，被讪笑，不仅在鸭群中是如此，连在鸡群中也是这样。	Complex 23 25 挨啄
在船上的祖父听到这种带着娇、有点儿埋怨的声音，一面粗声粗气地答道：“翠翠，我就来，我就来！”	Complex 17 19 埋怨
夏季游戏好像体育运动，使北极熊在食物丰富的季节保持了身体的灵活和力量，这对于它们冬季捕食显然大有好处。	Complex 42 44 捕食
至于雨敲在鳞鳞千瓣的瓦上，由远而近，轻轻重重轻轻，夹着一股股的细流沿瓦槽与屋檐潺潺泻下，各种敲击音与滑音密织成网，谁的千指百指在按摩耳轮。	Hard 50 52 滑音
麋鹿的自然繁殖力很低，雌鹿的怀孕期比其它鹿类要长，超过九个半月，且每胎仅产一仔。	Hard 5 8 繁殖力
凤姐听了说道：“怪道既是一家子，我怎么连影儿也不知道！”	Hard 8 10 怪道
母亲骄傲，腹部的妊娠纹象征孕育和新生；遇害者脖颈上可疑的道道抓痕，身体上深浅不一的刀伤，组成罪孽的恐怖条痕——斑纹无处不在，将两极秘密地衔接，像族徽，凝聚着世袭的生和死，荣与辱。	Complex 78 80 世袭
早晨起来，就淅淅沥沥的，我还高兴地说：“春雨贵如油；今年来得这么早！”	Hard 20 25 春雨贵如油
我渐渐感觉我奏出了真正的音乐，那些美妙的音符从琴弦上缓缓流淌着，充满了整个林子，充满了整个心灵。	Complex 28 30 流淌
手术完成之后，用相同频率的电脉冲刺激换核卵，让苏格兰黑面羊的卵细胞质与芬多席特母羊乳腺细胞的核相互协调，使这个“组装”细胞在试管里经历受精卵那样的分裂、发育而形成胚胎的过程。	Hard 13 16 电脉冲
结果是从轻发落予以开释，但是厨师坚持不能不稍予膺惩，即在猫身上原来的铁丝上系一只空罐头，开启街门放她一条生路。	Hard 21 25 稍予膺惩
茶罢，孔明曰：“昨观书意，足见将军忧民忧国之心；但恨亮年幼才疏，有误下问。”	Hard 25 26 恨
但是，当时没有人提起，有没有多少人知道“邓稼先”的名字。	Complex 20 23 邓稼先
麦隆内夫人似乎比居里夫人还要羞怯，她以记者为业已有二十多年了，可是在这个心灵毫不设防的黑衣女士面前，竟问不出一句话来。	Complex 0 3 麦隆内
州平曰：“山野之夫，不足与论天下事，适承明问，故妄言之。”	Hard 10 17 不足与论天下事
可惜煞您了，您的脑子那么好，怎么就不把您留下，留下个我干啥呀……	Hard 2 3 煞
这些朱砂的，丹红的，紫霭色的群峰，前拥后簇，高矮参差。	Hard 10 12 紫霭
这种台子分作两种：一种叫做墙台，台面与城墙顶部高低差不多，只是凸出一部分于墙外，外边砌有垛口，台上还有遮避风雨的简单房子。	Complex 42 43 砌
后来，鲲变成了一只大鸟，名字叫作鹏。	Hard 3 4 鲲
更羸说：“我可以试一下。”	Hard 0 2 更羸
广场北面乾清门以内叫“内廷”，是皇帝和后妃们起居生活的地方，主要建筑有乾清宫、交泰殿、坤宁宫和东六宫西六宫。	Complex 11 13 内廷
由于草木足够作它们的食粮，由于它们有充分的东西来满足它们的食欲，又由于它们对动物的肉毫无兴趣，所以它们绝不对其他动物作战，也绝不互相作战，也不互相争夺生存资料。	Hard 77 79 资料
不过，他老是吮吸着，咀嚼着那只小驯鹿的碎骨头，这是他收集起来随身带着的一点残屑。	Complex 10 12 咀嚼
江理以“从者七人，二僧与俱”，组成一支浩浩荡荡的登山队，“一仆前持斧斤，剪伐丛莽，一仆鸣金继之，二三人肩糗执剑戟以随。”	Hard 48 58 二三人肩糗执剑戟以随
我把第二个烟头啐了出去，落到干草垫之间的过道里。	Hard 7 8 啐
敬字为古圣贤教人做人最简易、直捷的法门，可惜被后来有些人说的太精微，倒变得不适实用了。	Complex 14 16 直捷
晴天是好天气，晒果脯的大儿子会高兴；下雨也是好天气，做伞的小儿子会高兴。	Hard 8 10 果脯
我们来到这块圣地也是为了提醒美国，现在是非常急迫的时刻。	Complex 22 24 急迫
时云长在侧曰：“某闻管仲、乐毅乃春秋、战国名人，功盖寰宇；孔明自比此二人，毋乃太过？”	Hard 29 36 孔明自比此二人
我们都知道，“私订终身”在诗和戏曲或小说上尚不失为美谈（自然只以与终于中状元的男人私订为限），实际却不容于天下的，仍然免不了要离异。	Complex 50 53 不容于
从宇宙飞船上看地球，地球发出耀眼的蓝色和白色的光芒，在茫茫宇宙中，显得特别美丽。	Complex 14 16 耀眼
这工作好好玩，所以我盼望天一直不要晴起来，曲会愈来愈多，我就可以天天滚在谷子里拣曲，不用读书了。	Hard 39 41 拣曲
不愿施舍罢了，何必捉弄人呢？	Complex 2 4 施舍
我想，不止是这江面上众多的升帆的货船和鸣笛的汽轮，那来往穿梭的舢板和驳船，不止是停泊在江心的钻探船，不止是下关码头两旁长长的仓库、堆栈和高楼，使你的心好像黎明一般的舒畅，青春一般的欢愉。	Complex 46 49 钻探船
就是这样，宙斯还觉得不解恨，又派了一只凶恶的鹫鹰，每天去啄食普罗米修斯的肝脏。	Hard 22 24 鹫鹰
众邻居道：“老爷，恭喜高中了。	Complex 11 13 高中
邻居见他不信，劈手把鸡夺了，掼在地下，一把拉了回来。	Hard 14 15 掼
不更事的勇敢的少年，往往敢于给人解决疑问，选定医生，万一结果不佳，大抵反成了怨府，然而一用这说不清来作结束，便事事逍遥自在了。	Hard 38 40 怨府
比较早的有葡萄、苜蓿、茉莉、苹果、菠菜等等，近代的像咖啡、可可、柠檬、雪茄、巧克力、冰淇淋、白兰地、啤酒、卡片、沙发、扑克、哔叽、尼龙、法兰绒、道林纸、芭蕾舞等等，都是极常见的。	Hard 8 10 苜蓿
秦王又手捧住璧，一边看一边称赞，绝口不提十五座城的事。	Hard 6 7 璧
书桌上的一盆“水横枝”，是我先前没有见过的：就是一段树，只要浸在水中，枝叶便青葱得可爱。	Hard 7 10 水横枝
